experimental phase,hour,drink,eat,groom,hang,sniff,rear,rest,walk,eathand
"Experiment: FC-D, Phase: postext",12h,0.007281620919881306,0.16235163204747777,0.07816209198813057,0.005223788328387736,0.3303033815529179,0.006079995054401584,0.3607960867952522,0.014809749010880316,0.03499165430267063
"Experiment: FC-D, Phase: postext",13h,0.021323256676557864,0.11908769164193868,0.04411473788328388,0.0022865665182987146,0.29709136993076163,0.004857504945598418,0.47499459075173095,0.007361214144411474,0.028883067507418397
"Experiment: FC-D, Phase: postext",14h,0.007943094708209692,0.12153267185954503,0.09434269906033632,0.0031072267556874387,0.3657378214638971,0.003284959198813057,0.3760424394164194,0.007075296735905044,0.020933790801186944
"Experiment: FC-D, Phase: postext",15h,0.016457957037801573,0.10540172235840538,0.062016997806734614,0.004201070829570379,0.29769787769320083,0.0031572539027222295,0.46434008515030323,0.009296784285898594,0.03743025093536317
"Experiment: FC-D, Phase: postext",16h,0.06615433358061325,0.1103749381800198,0.10116762487636004,0.0021768360534124625,0.2941120332591494,0.0026304401582591497,0.39538359297725023,0.008361538699307617,0.019638662215628096
"Experiment: FC-D, Phase: postext",17h,0.05289935707220573,0.12077692260138473,0.0852965040801187,0.00526319856577646,0.29065938736399605,0.0030040646636993076,0.39031010447576664,0.007496058976261127,0.04429440220079129
"Experiment: FC-D, Phase: postext",18h,0.04617509031092763,0.08835876015997934,0.09809419752290024,0.001756628177009418,0.35211545284479423,0.003533011869436202,0.3773323603406013,0.00645199006579796,0.026182508708553737
"Experiment: FC-D, Phase: postext",19h,0.015588680761622153,0.1291682121661721,0.09340844460929774,0.002682214391691395,0.37023483864985157,0.0026397131552917904,0.3375834569732938,0.007242983432245303,0.04145145586053412
"Experiment: FC-D, Phase: postext",20h,0.013404889960435212,0.0811097459198813,0.12160840133531158,0.0026922601384767562,0.3447599839268052,0.0036894936943620183,0.38784078264094957,0.010711857072205738,0.03418258531157271
"Experiment: FC-D, Phase: postext",21h,0.03146636993076163,0.1291539162957468,0.08137518545994066,0.0026656002720079133,0.28274836177052426,0.0034503276458951533,0.43046759087537095,0.008762209446092977,0.029910438303659748
"Experiment: FC-D, Phase: postext",22h,0.03673652324431257,0.09748354043026707,0.06393808728981205,0.002333317878338279,0.306038652942631,0.0014620425321463899,0.4699612852373887,0.0033912122898120674,0.01865533815529179
"Experiment: FC-D, Phase: postext",23h,0.02952831355093966,0.11884195722057368,0.10348703325914933,0.0027432616221562812,0.26488470573689415,0.0016490479723046492,0.42298621414441157,0.006385231206726013,0.04949423528684471
